,,Tier,Name,Level,Effect,Existingeffect,Neweffect,CostRaw,Costcustomizable,,Tier_4
,,8,Machine Learning Incubators,158,Internal Hatchery Rate,785,790,,,,
,,8,Machine Learning Incubators,159,Internal Hatchery Rate,790,795,,,,
,,8,Machine Learning Incubators,160,Internal Hatchery Rate,795,800,,,,
,,8,Machine Learning Incubators,161,Internal Hatchery Rate,800,805,,,,
,,8,Machine Learning Incubators,162,Internal Hatchery Rate,805,810,,,,
,,8,Machine Learning Incubators,163,Internal Hatchery Rate,810,815,,,,
,,8,Machine Learning Incubators,164,Internal Hatchery Rate,815,820,,,,
,,8,Machine Learning Incubators,165,Internal Hatchery Rate,820,825,,,,
,,8,Machine Learning Incubators,166,Internal Hatchery Rate,825,830,,,,
,,8,Machine Learning Incubators,167,Internal Hatchery Rate,830,835,,,,
,,8,Machine Learning Incubators,168,Internal Hatchery Rate,835,840,,,,
,,8,Machine Learning Incubators,169,Internal Hatchery Rate,840,845,,,,
,,8,Machine Learning Incubators,170,Internal Hatchery Rate,845,850,,,,
,,8,Machine Learning Incubators,171,Internal Hatchery Rate,850,855,,,,
,,8,Machine Learning Incubators,172,Internal Hatchery Rate,855,860,,,,
,,8,Machine Learning Incubators,173,Internal Hatchery Rate,860,865,,,,
,,8,Machine Learning Incubators,174,Internal Hatchery Rate,865,870,,,,
,,8,Machine Learning Incubators,175,Internal Hatchery Rate,870,875,,,,
,,8,Machine Learning Incubators,176,Internal Hatchery Rate,875,880,,,,
,,8,Machine Learning Incubators,177,Internal Hatchery Rate,880,885,,,,
,,8,Machine Learning Incubators,178,Internal Hatchery Rate,885,890,,,,
,,8,Machine Learning Incubators,179,Internal Hatchery Rate,890,895,,,,
,,8,Machine Learning Incubators,180,Internal Hatchery Rate,895,900,,,,
,,8,Machine Learning Incubators,181,Internal Hatchery Rate,900,905,,,,
,,8,Machine Learning Incubators,182,Internal Hatchery Rate,905,910,,,,
,,8,Machine Learning Incubators,183,Internal Hatchery Rate,910,915,,,,
,,8,Machine Learning Incubators,184,Internal Hatchery Rate,915,920,,,,
,,8,Machine Learning Incubators,185,Internal Hatchery Rate,920,925,,,,
,,8,Machine Learning Incubators,186,Internal Hatchery Rate,925,930,,,,
,,8,Machine Learning Incubators,187,Internal Hatchery Rate,930,935,,,,
,,8,Machine Learning Incubators,188,Internal Hatchery Rate,935,940,,,,
,,8,Machine Learning Incubators,189,Internal Hatchery Rate,940,945,,,,
,,8,Machine Learning Incubators,190,Internal Hatchery Rate,945,950,,,,
,,8,Machine Learning Incubators,191,Internal Hatchery Rate,950,955,,,,
,,8,Machine Learning Incubators,192,Internal Hatchery Rate,955,960,,,,
,,8,Machine Learning Incubators,193,Internal Hatchery Rate,960,965,,,,
,,8,Machine Learning Incubators,194,Internal Hatchery Rate,965,970,,,,
,,8,Machine Learning Incubators,195,Internal Hatchery Rate,970,975,,,,
,,8,Machine Learning Incubators,196,Internal Hatchery Rate,975,980,,,,
,,8,Machine Learning Incubators,197,Internal Hatchery Rate,980,985,,,,
,,8,Machine Learning Incubators,198,Internal Hatchery Rate,985,990,,,,
,,8,Machine Learning Incubators,199,Internal Hatchery Rate,990,995,,,,
,,8,Machine Learning Incubators,200,Internal Hatchery Rate,995,1000,,,,
,,8,Machine Learning Incubators,201,Internal Hatchery Rate,1000,1005,,,,
,,8,Machine Learning Incubators,202,Internal Hatchery Rate,1005,1010,,,,
,,8,Machine Learning Incubators,203,Internal Hatchery Rate,1010,1015,,,,
,,8,Machine Learning Incubators,204,Internal Hatchery Rate,1015,1020,,,,
,,8,Machine Learning Incubators,205,Internal Hatchery Rate,1020,1025,,,,
,,8,Machine Learning Incubators,206,Internal Hatchery Rate,1025,1030,,,,
,,8,Machine Learning Incubators,207,Internal Hatchery Rate,1030,1035,,,,
,,8,Machine Learning Incubators,208,Internal Hatchery Rate,1035,1040,,,,
,,8,Machine Learning Incubators,209,Internal Hatchery Rate,1040,1045,,,,
,,8,Machine Learning Incubators,210,Internal Hatchery Rate,1045,1050,,,,
,,8,Machine Learning Incubators,211,Internal Hatchery Rate,1050,1055,,,,
,,8,Machine Learning Incubators,212,Internal Hatchery Rate,1055,1060,,,,
,,8,Machine Learning Incubators,213,Internal Hatchery Rate,1060,1065,,,,
,,8,Machine Learning Incubators,214,Internal Hatchery Rate,1065,1070,,,,
,,8,Machine Learning Incubators,215,Internal Hatchery Rate,1070,1075,,,,
,,8,Machine Learning Incubators,216,Internal Hatchery Rate,1075,1080,,,,
,,8,Machine Learning Incubators,217,Internal Hatchery Rate,1080,1085,,,,
,,8,Machine Learning Incubators,218,Internal Hatchery Rate,1085,1090,,,,
,,8,Machine Learning Incubators,219,Internal Hatchery Rate,1090,1095,,,,
,,8,Machine Learning Incubators,220,Internal Hatchery Rate,1095,1100,,,,
,,8,Machine Learning Incubators,221,Internal Hatchery Rate,1100,1105,,,,
,,8,Machine Learning Incubators,222,Internal Hatchery Rate,1105,1110,,,,
,,8,Machine Learning Incubators,223,Internal Hatchery Rate,1110,1115,,,,
,,8,Machine Learning Incubators,224,Internal Hatchery Rate,1115,1120,,,,
,,8,Machine Learning Incubators,225,Internal Hatchery Rate,1120,1125,,,,
,,8,Machine Learning Incubators,226,Internal Hatchery Rate,1125,1130,,,,
,,8,Machine Learning Incubators,227,Internal Hatchery Rate,1130,1135,,,,
,,8,Machine Learning Incubators,228,Internal Hatchery Rate,1135,1140,,,,
,,8,Machine Learning Incubators,229,Internal Hatchery Rate,1140,1145,,,,
,,8,Machine Learning Incubators,230,Internal Hatchery Rate,1145,1150,,,,
,,8,Machine Learning Incubators,231,Internal Hatchery Rate,1150,1155,,,,
,,8,Machine Learning Incubators,232,Internal Hatchery Rate,1155,1160,,,,
,,8,Machine Learning Incubators,233,Internal Hatchery Rate,1160,1165,,,,
,,8,Machine Learning Incubators,234,Internal Hatchery Rate,1165,1170,,,,
,,8,Machine Learning Incubators,235,Internal Hatchery Rate,1170,1175,,,,
,,8,Machine Learning Incubators,236,Internal Hatchery Rate,1175,1180,,,,
,,8,Machine Learning Incubators,237,Internal Hatchery Rate,1180,1185,,,,
,,8,Machine Learning Incubators,238,Internal Hatchery Rate,1185,1190,,,,
,,8,Machine Learning Incubators,239,Internal Hatchery Rate,1190,1195,,,,
,,8,Machine Learning Incubators,240,Internal Hatchery Rate,1195,1200,,,,
,,8,Machine Learning Incubators,241,Internal Hatchery Rate,1200,1205,,,,
,,8,Machine Learning Incubators,242,Internal Hatchery Rate,1205,1210,,,,
,,8,Machine Learning Incubators,243,Internal Hatchery Rate,1210,1215,,,,
,,8,Machine Learning Incubators,244,Internal Hatchery Rate,1215,1220,,,,
,,8,Machine Learning Incubators,245,Internal Hatchery Rate,1220,1225,,,,
,,8,Machine Learning Incubators,246,Internal Hatchery Rate,1225,1230,,,,
,,8,Machine Learning Incubators,247,Internal Hatchery Rate,1230,1235,,,,
,,8,Machine Learning Incubators,248,Internal Hatchery Rate,1235,1240,,,,
,,8,Machine Learning Incubators,249,Internal Hatchery Rate,1240,1245,,,,
,,8,Machine Learning Incubators,250,Internal Hatchery Rate,1245,1250,,,,
,,8,Time Compression,1,Laying Increase,0%,10%,16.696Q,15.861Q,,
,,8,Time Compression,2,Laying Increase,10%,20%,43.445Q,41.273Q,,
,,8,Time Compression,3,Laying Increase,20%,30%,112.372Q,106.754Q,,
,,8,Time Compression,4,Laying Increase,30%,40%,291.363Q,276.795Q,,
,,8,Time Compression,5,Laying Increase,40%,50%,754.217Q,716.506Q,,
,,8,Time Compression,6,Laying Increase,50%,60%,1.949s,1.851s,,
,,8,Time Compression,7,Laying Increase,60%,70%,5.033s,4.781s,,
,,8,Time Compression,8,Laying Increase,70%,80%,12.801s,12.161s,,
,,8,Time Compression,9,Laying Increase,80%,90%,32.575s,30.946s,,
,,8,Time Compression,10,Laying Increase,90%,100%,82.411s,78.290s,,
,,8,Time Compression,11,Laying Increase,100%,110%,208.632s,1.982E+23,,
,,8,Time Compression,12,Laying Increase,110%,120%,528.246s,501833333333333000000000.000,,
,,8,Time Compression,13,Laying Increase,120%,130%,1.333S,1.2665E+24,,
,,8,Time Compression,14,Laying Increase,130%,140%,3.382S,3212741666666670000000000.000,,
,,8,Time Compression,15,Laying Increase,140%,150%,8.535S,8.10833E+24,,
,,8,Time Compression,16,Laying Increase,150%,160%,,,,
,,8,Time Compression,17,Laying Increase,160%,170%,,,,
,,8,Time Compression,18,Laying Increase,170%,180%,,,,
,,8,Time Compression,19,Laying Increase,180%,190%,,,,
,,8,Time Compression,20,Laying Increase,190%,200%,,,,
,,9,Hover Upgrades,1,Vehicle Capacity,0%,5%,53.167s,5.05083E+22,,TOP
,,9,Hover Upgrades,2,Vehicle Capacity,5%,10%,112.711s,107075000000000000000000.000,,
,,9,Hover Upgrades,3,Vehicle Capacity,10%,15%,238.816s,2.26875E+23,,
,,9,Hover Upgrades,4,Vehicle Capacity,15%,20%,505.860s,480566666666667000000000.000,,
,,9,Hover Upgrades,5,Vehicle Capacity,20%,25%,1.071S,1.01768E+24,,
,,9,Hover Upgrades,6,Vehicle Capacity,25%,30%,2.268S,2154641666666670000000000.000,,
,,9,Hover Upgrades,7,Vehicle Capacity,30%,35%,4.803S,4.5625E+24,,
,,9,Hover Upgrades,8,Vehicle Capacity,35%,40%,,,,
,,9,Hover Upgrades,9,Vehicle Capacity,40%,45%,,,,
,,9,Hover Upgrades,10,Vehicle Capacity,45%,50%,,,,
,,9,Hover Upgrades,11,Vehicle Capacity,50%,55%,,,,
,,9,Hover Upgrades,12,Vehicle Capacity,55%,60%,,,,
,,9,Hover Upgrades,13,Vehicle Capacity,60%,65%,,,,
,,9,Hover Upgrades,14,Vehicle Capacity,65%,70%,,,,
,,9,Hover Upgrades,15,Vehicle Capacity,70%,75%,,,,
,,9,Hover Upgrades,16,Vehicle Capacity,75%,80%,,,,
,,9,Hover Upgrades,17,Vehicle Capacity,80%,85%,,,,
,,9,Hover Upgrades,18,Vehicle Capacity,85%,90%,,,,
,,9,Hover Upgrades,19,Vehicle Capacity,90%,95%,,,,
,,9,Hover Upgrades,20,Vehicle Capacity,95%,100%,,,,
,,9,Hover Upgrades,21,Vehicle Capacity,100%,105%,,,,
,,9,Hover Upgrades,22,Vehicle Capacity,105%,110%,,,,
,,9,Hover Upgrades,23,Vehicle Capacity,110%,115%,,,,
,,9,Hover Upgrades,24,Vehicle Capacity,115%,120%,,,,
,,9,Hover Upgrades,25,Vehicle Capacity,120%,125%,,,,
,,9,Graviton Coating,1,Value Multiplier,1,2,$2.73E+24,2595225000000000000000000.000,,
,,9,Graviton Coating,2,Value Multiplier,2,4,,,,
,,9,Graviton Coating,3,Value Multiplier,4,8,,,,
,,9,Graviton Coating,4,Value Multiplier,8,16,,,,
,,9,Graviton Coating,5,Value Multiplier,16,32,,,,
,,9,Graviton Coating,6,Value Multiplier,32,64,,,,
,,9,Graviton Coating,7,Value Multiplier,64,128,,,,
,,9,Grav Plating,1,Hab Capacity,0%,2%,,,,
,,9,Grav Plating,2,Hab Capacity,2%,4%,,,,
,,9,Grav Plating,3,Hab Capacity,4%,6%,,,,
,,9,Grav Plating,4,Hab Capacity,6%,8%,,,,
,,9,Grav Plating,5,Hab Capacity,8%,10%,,,,
,,9,Grav Plating,6,Hab Capacity,10%,12%,,,,
,,9,Grav Plating,7,Hab Capacity,12%,14%,,,,
,,9,Grav Plating,8,Hab Capacity,14%,16%,,,,
,,9,Grav Plating,9,Hab Capacity,16%,18%,,,,
,,9,Grav Plating,10,Hab Capacity,18%,20%,,,,
,,9,Grav Plating,11,Hab Capacity,20%,22%,,,,
,,9,Grav Plating,12,Hab Capacity,22%,24%,,,,
,,9,Grav Plating,13,Hab Capacity,24%,26%,,,,
,,9,Grav Plating,14,Hab Capacity,26%,28%,,,,
,,9,Grav Plating,15,Hab Capacity,28%,30%,,,,
,,9,Grav Plating,16,Hab Capacity,30%,32%,,,,
,,9,Grav Plating,17,Hab Capacity,32%,34%,,,,
,,9,Grav Plating,18,Hab Capacity,34%,36%,,,,
,,9,Grav Plating,19,Hab Capacity,36%,38%,,,,
,,9,Grav Plating,20,Hab Capacity,38%,40%,,,,
,,9,Grav Plating,21,Hab Capacity,40%,42%,,,,
,,9,Grav Plating,22,Hab Capacity,42%,44%,,,,
,,9,Grav Plating,23,Hab Capacity,44%,46%,,,,
,,9,Grav Plating,24,Hab Capacity,46%,48%,,,,
,,9,Grav Plating,25,Hab Capacity,48%,50%,,,,
,,9,Crystalline Shelling,1,Value Increase,0%,25%,,,,
,,9,Crystalline Shelling,2,Value Increase,25%,50%,,,,
,,9,Crystalline Shelling,3,Value Increase,50%,75%,,,,
,,9,Crystalline Shelling,4,Value Increase,75%,100%,,,,
,,9,Crystalline Shelling,5,Value Increase,100%,125%,,,,
,,9,Crystalline Shelling,6,Value Increase,125%,150%,,,,
,,9,Crystalline Shelling,7,Value Increase,150%,175%,,,,
,,9,Crystalline Shelling,8,Value Increase,175%,200%,,,,
,,9,Crystalline Shelling,9,Value Increase,200%,225%,,,,
,,9,Crystalline Shelling,10,Value Increase,225%,250%,,,,
,,9,Crystalline Shelling,11,Value Increase,250%,275%,,,,
,,9,Crystalline Shelling,12,Value Increase,275%,300%,,,,
,,9,Crystalline Shelling,13,Value Increase,300%,325%,,,,
,,9,Crystalline Shelling,14,Value Increase,325%,350%,,,,
,,9,Crystalline Shelling,15,Value Increase,350%,375%,,,,
,,9,Crystalline Shelling,16,Value Increase,375%,400%,,,,
,,9,Crystalline Shelling,17,Value Increase,400%,425%,,,,
,,9,Crystalline Shelling,18,Value Increase,425%,450%,,,,
,,9,Crystalline Shelling,19,Value Increase,450%,475%,,,,
,,9,Crystalline Shelling,20,Value Increase,475%,500%,,,,
,,9,Crystalline Shelling,21,Value Increase,500%,525%,,,,
,,9,Crystalline Shelling,22,Value Increase,525%,550%,,,,
,,9,Crystalline Shelling,23,Value Increase,550%,575%,,,,
,,9,Crystalline Shelling,24,Value Increase,575%,600%,,,,
,,9,Crystalline Shelling,25,Value Increase,600%,625%,,,,
,,9,Crystalline Shelling,26,Value Increase,625%,650%,,,,
,,9,Crystalline Shelling,27,Value Increase,650%,675%,,,,
,,9,Crystalline Shelling,28,Value Increase,675%,700%,,,,
,,9,Crystalline Shelling,29,Value Increase,700%,725%,,,,
,,9,Crystalline Shelling,30,Value Increase,725%,750%,,,,
,,9,Crystalline Shelling,31,Value Increase,750%,775%,,,,
,,9,Crystalline Shelling,32,Value Increase,775%,800%,,,,
,,9,Crystalline Shelling,33,Value Increase,800%,825%,,,,
,,9,Crystalline Shelling,34,Value Increase,825%,850%,,,,
,,9,Crystalline Shelling,35,Value Increase,850%,875%,,,,
,,9,Crystalline Shelling,36,Value Increase,875%,900%,,,,
,,9,Crystalline Shelling,37,Value Increase,900%,925%,,,,
,,9,Crystalline Shelling,38,Value Increase,925%,950%,,,,
,,9,Crystalline Shelling,39,Value Increase,950%,975%,,,,
,,9,Crystalline Shelling,40,Value Increase,975%,1000%,,,,
,,9,Crystalline Shelling,41,Value Increase,1000%,1025%,,,,
,,9,Crystalline Shelling,42,Value Increase,1025%,1050%,,,,
,,9,Crystalline Shelling,43,Value Increase,1050%,1075%,,,,
,,9,Crystalline Shelling,44,Value Increase,1075%,1100%,,,,
,,9,Crystalline Shelling,45,Value Increase,1100%,1125%,,,,
,,9,Crystalline Shelling,46,Value Increase,1125%,1150%,,,,
,,9,Crystalline Shelling,47,Value Increase,1150%,1175%,,,,
,,9,Crystalline Shelling,48,Value Increase,1175%,1200%,,,,
,,9,Crystalline Shelling,49,Value Increase,1200%,1225%,,,,
,,9,Crystalline Shelling,50,Value Increase,1225%,1250%,,,,
,,9,Crystalline Shelling,51,Value Increase,1250%,1275%,,,,
,,9,Crystalline Shelling,52,Value Increase,1275%,1300%,,,,
,,9,Crystalline Shelling,53,Value Increase,1300%,1325%,,,,
,,9,Crystalline Shelling,54,Value Increase,1325%,1350%,,,,
,,9,Crystalline Shelling,55,Value Increase,1350%,1375%,,,,
,,9,Crystalline Shelling,56,Value Increase,1375%,1400%,,,,
,,9,Crystalline Shelling,57,Value Increase,1400%,1425%,,,,
,,9,Crystalline Shelling,58,Value Increase,1425%,1450%,,,,
,,9,Crystalline Shelling,59,Value Increase,1450%,1475%,,,,
,,9,Crystalline Shelling,60,Value Increase,1475%,1500%,,,,
,,9,Crystalline Shelling,61,Value Increase,1500%,1525%,,,,
,,9,Crystalline Shelling,62,Value Increase,1525%,1550%,,,,
,,9,Crystalline Shelling,63,Value Increase,1550%,1575%,,,,
,,9,Crystalline Shelling,64,Value Increase,1575%,1600%,,,,
,,9,Crystalline Shelling,65,Value Increase,1600%,1625%,,,,
,,9,Crystalline Shelling,66,Value Increase,1625%,1650%,,,,
,,9,Crystalline Shelling,67,Value Increase,1650%,1675%,,,,
,,9,Crystalline Shelling,68,Value Increase,1675%,1700%,,,,
,,9,Crystalline Shelling,69,Value Increase,1700%,1725%,,,,
,,9,Crystalline Shelling,70,Value Increase,1725%,1750%,,,,
,,9,Crystalline Shelling,71,Value Increase,1750%,1775%,,,,
,,9,Crystalline Shelling,72,Value Increase,1775%,1800%,,,,
,,9,Crystalline Shelling,73,Value Increase,1800%,1825%,,,,
,,9,Crystalline Shelling,74,Value Increase,1825%,1850%,,,,
,,9,Crystalline Shelling,75,Value Increase,1850%,1875%,,,,
,,9,Crystalline Shelling,76,Value Increase,1875%,1900%,,,,
,,9,Crystalline Shelling,77,Value Increase,1900%,1925%,,,,
,,9,Crystalline Shelling,78,Value Increase,1925%,1950%,,,,
,,9,Crystalline Shelling,79,Value Increase,1950%,1975%,,,,
,,9,Crystalline Shelling,80,Value Increase,1975%,2000%,,,,
,,9,Crystalline Shelling,81,Value Increase,2000%,2025%,,,,
,,9,Crystalline Shelling,82,Value Increase,2025%,2050%,,,,
,,9,Crystalline Shelling,83,Value Increase,2050%,2075%,,,,
,,9,Crystalline Shelling,84,Value Increase,2075%,2100%,,,,
,,9,Crystalline Shelling,85,Value Increase,2100%,2125%,,,,
,,9,Crystalline Shelling,86,Value Increase,2125%,2150%,,,,
,,9,Crystalline Shelling,87,Value Increase,2150%,2175%,,,,
,,9,Crystalline Shelling,88,Value Increase,2175%,2200%,,,,
,,9,Crystalline Shelling,89,Value Increase,2200%,2225%,,,,
,,9,Crystalline Shelling,90,Value Increase,2225%,2250%,,,,
,,9,Crystalline Shelling,91,Value Increase,2250%,2275%,,,,
,,9,Crystalline Shelling,92,Value Increase,2275%,2300%,,,,
,,9,Crystalline Shelling,93,Value Increase,2300%,2325%,,,,
,,9,Crystalline Shelling,94,Value Increase,2325%,2350%,,,,
,,9,Crystalline Shelling,95,Value Increase,2350%,2375%,,,,
,,9,Crystalline Shelling,96,Value Increase,2375%,2400%,,,,
,,9,Crystalline Shelling,97,Value Increase,2400%,2425%,,,,
,,9,Crystalline Shelling,98,Value Increase,2425%,2450%,,,,
,,9,Crystalline Shelling,99,Value Increase,2450%,2475%,,,,
,,9,Crystalline Shelling,100,Value Increase,2475%,2500%,,,,
,,10,Autonomous Vehicles,1,Fleet Increase,12,13,,,,TOP
,,10,Autonomous Vehicles,2,Fleet Increase,13,14,,,,
,,10,Autonomous Vehicles,3,Fleet Increase,14,15,,,,
,,10,Autonomous Vehicles,4,Fleet Increase,15,16,,,,
,,10,Autonomous Vehicles,5,Fleet Increase,16,17,,,,
,,10,Telepathic Will,1,Value Increase,0%,25%,,,,
,,10,Telepathic Will,2,Value Increase,25%,50%,,,,
,,10,Telepathic Will,3,Value Increase,50%,75%,,,,
,,10,Telepathic Will,4,Value Increase,75%,100%,,,,
,,10,Telepathic Will,5,Value Increase,100%,125%,,,,
,,10,Telepathic Will,6,Value Increase,125%,150%,,,,
,,10,Telepathic Will,7,Value Increase,150%,175%,,,,
,,10,Telepathic Will,8,Value Increase,175%,200%,,,,
,,10,Telepathic Will,9,Value Increase,200%,225%,,,,
,,10,Telepathic Will,10,Value Increase,225%,250%,,,,
,,10,Telepathic Will,11,Value Increase,250%,275%,,,,
,,10,Telepathic Will,12,Value Increase,275%,300%,,,,
,,10,Telepathic Will,13,Value Increase,300%,325%,,,,
,,10,Telepathic Will,14,Value Increase,325%,350%,,,,
,,10,Telepathic Will,15,Value Increase,350%,375%,,,,
,,10,Telepathic Will,16,Value Increase,375%,400%,,,,
,,10,Telepathic Will,17,Value Increase,400%,425%,,,,
,,10,Telepathic Will,18,Value Increase,425%,450%,,,,
,,10,Telepathic Will,19,Value Increase,450%,475%,,,,
,,10,Telepathic Will,20,Value Increase,475%,500%,,,,
,,10,Telepathic Will,21,Value Increase,500%,525%,,,,
,,10,Telepathic Will,22,Value Increase,525%,550%,,,,
,,10,Telepathic Will,23,Value Increase,550%,575%,,,,
,,10,Telepathic Will,24,Value Increase,575%,600%,,,,
,,10,Telepathic Will,25,Value Increase,600%,625%,,,,
,,10,Telepathic Will,26,Value Increase,625%,650%,,,,
,,10,Telepathic Will,27,Value Increase,650%,675%,,,,
,,10,Telepathic Will,28,Value Increase,675%,700%,,,,
,,10,Telepathic Will,29,Value Increase,700%,725%,,,,
,,10,Telepathic Will,30,Value Increase,725%,750%,,,,
,,10,Telepathic Will,31,Value Increase,750%,775%,,,,
,,10,Telepathic Will,32,Value Increase,775%,800%,,,,
,,10,Telepathic Will,33,Value Increase,800%,825%,,,,
,,10,Telepathic Will,34,Value Increase,825%,850%,,,,
,,10,Telepathic Will,35,Value Increase,850%,875%,,,,
,,10,Telepathic Will,36,Value Increase,875%,900%,,,,
,,10,Telepathic Will,37,Value Increase,900%,925%,,,,
,,10,Telepathic Will,38,Value Increase,925%,950%,,,,
,,10,Telepathic Will,39,Value Increase,950%,975%,,,,
,,10,Telepathic Will,40,Value Increase,975%,1000%,,,,
,,10,Telepathic Will,41,Value Increase,1000%,1025%,,,,
,,10,Telepathic Will,42,Value Increase,1025%,1050%,,,,
,,10,Telepathic Will,43,Value Increase,1050%,1075%,,,,
,,10,Telepathic Will,44,Value Increase,1075%,1100%,,,,
,,10,Telepathic Will,45,Value Increase,1100%,1125%,,,,
,,10,Telepathic Will,46,Value Increase,1125%,1150%,,,,
,,10,Telepathic Will,47,Value Increase,1150%,1175%,,,,
,,10,Telepathic Will,48,Value Increase,1175%,1200%,,,,
,,10,Telepathic Will,49,Value Increase,1200%,1225%,,,,
,,10,Telepathic Will,50,Value Increase,1225%,1250%,,,,
,,10,Enlightened Chickens,1,Running Chicken,240,242,,,,
,,10,Enlightened Chickens,2,Running Chicken,242,244,,,,
,,10,Enlightened Chickens,3,Running Chicken,244,246,,,,
,,10,Enlightened Chickens,4,Running Chicken,246,248,,,,
,,10,Enlightened Chickens,5,Running Chicken,248,250,,,,
,,10,Enlightened Chickens,6,Running Chicken,250,252,,,,
,,10,Enlightened Chickens,7,Running Chicken,252,254,,,,
,,10,Enlightened Chickens,8,Running Chicken,254,256,,,,
,,10,Enlightened Chickens,9,Running Chicken,256,258,,,,
,,10,Enlightened Chickens,10,Running Chicken,258,260,,,,
,,10,Enlightened Chickens,11,Running Chicken,260,262,,,,
,,10,Enlightened Chickens,12,Running Chicken,262,264,,,,
,,10,Enlightened Chickens,13,Running Chicken,264,266,,,,
,,10,Enlightened Chickens,14,Running Chicken,266,268,,,,
,,10,Enlightened Chickens,15,Running Chicken,268,270,,,,
,,10,Enlightened Chickens,16,Running Chicken,270,272,,,,
,,10,Enlightened Chickens,17,Running Chicken,272,274,,,,
,,10,Enlightened Chickens,18,Running Chicken,274,276,,,,
,,10,Enlightened Chickens,19,Running Chicken,276,278,,,,
,,10,Enlightened Chickens,20,Running Chicken,278,280,,,,
,,10,Enlightened Chickens,21,Running Chicken,280,282,,,,
,,10,Enlightened Chickens,22,Running Chicken,282,284,,,,
,,10,Enlightened Chickens,23,Running Chicken,284,286,,,,
,,10,Enlightened Chickens,24,Running Chicken,286,288,,,,
,,10,Enlightened Chickens,25,Running Chicken,288,290,,,,
,,10,Enlightened Chickens,26,Running Chicken,290,292,,,,
,,10,Enlightened Chickens,27,Running Chicken,292,294,,,,
,,10,Enlightened Chickens,28,Running Chicken,294,296,,,,
,,10,Enlightened Chickens,29,Running Chicken,296,298,,,,
,,10,Enlightened Chickens,30,Running Chicken,298,300,,,,
,,10,Enlightened Chickens,31,Running Chicken,300,302,,,,
,,10,Enlightened Chickens,32,Running Chicken,302,304,,,,
,,10,Enlightened Chickens,33,Running Chicken,304,306,,,,
,,10,Enlightened Chickens,34,Running Chicken,306,308,,,,
,,10,Enlightened Chickens,35,Running Chicken,308,310,,,,
,,10,Enlightened Chickens,36,Running Chicken,310,312,,,,
,,10,Enlightened Chickens,37,Running Chicken,312,314,,,,
,,10,Enlightened Chickens,38,Running Chicken,314,316,,,,
,,10,Enlightened Chickens,39,Running Chicken,316,318,,,,
,,10,Enlightened Chickens,40,Running Chicken,318,320,,,,
,,10,Enlightened Chickens,41,Running Chicken,320,322,,,,
,,10,Enlightened Chickens,42,Running Chicken,322,324,,,,
,,10,Enlightened Chickens,43,Running Chicken,324,326,,,,
,,10,Enlightened Chickens,44,Running Chicken,326,328,,,,
,,10,Enlightened Chickens,45,Running Chicken,328,330,,,,
,,10,Enlightened Chickens,46,Running Chicken,330,332,,,,
,,10,Enlightened Chickens,47,Running Chicken,332,334,,,,
,,10,Enlightened Chickens,48,Running Chicken,334,336,,,,
,,10,Enlightened Chickens,49,Running Chicken,336,338,,,,
,,10,Enlightened Chickens,50,Running Chicken,338,340,,,,
,,10,Enlightened Chickens,51,Running Chicken,340,342,,,,
,,10,Enlightened Chickens,52,Running Chicken,342,344,,,,
,,10,Enlightened Chickens,53,Running Chicken,344,346,,,,
,,10,Enlightened Chickens,54,Running Chicken,346,348,,,,
,,10,Enlightened Chickens,55,Running Chicken,348,350,,,,
,,10,Enlightened Chickens,56,Running Chicken,350,352,,,,
,,10,Enlightened Chickens,57,Running Chicken,352,354,,,,
,,10,Enlightened Chickens,58,Running Chicken,354,356,,,,
,,10,Enlightened Chickens,59,Running Chicken,356,358,,,,
,,10,Enlightened Chickens,60,Running Chicken,358,360,,,,
,,10,Enlightened Chickens,61,Running Chicken,360,362,,,,
,,10,Enlightened Chickens,62,Running Chicken,362,364,,,,
,,10,Enlightened Chickens,63,Running Chicken,364,366,,,,
,,10,Enlightened Chickens,64,Running Chicken,366,368,,,,
,,10,Enlightened Chickens,65,Running Chicken,368,370,,,,
,,10,Enlightened Chickens,66,Running Chicken,370,372,,,,
,,10,Enlightened Chickens,67,Running Chicken,372,374,,,,
,,10,Enlightened Chickens,68,Running Chicken,374,376,,,,
,,10,Enlightened Chickens,69,Running Chicken,376,378,,,,
,,10,Enlightened Chickens,70,Running Chicken,378,380,,,,
,,10,Enlightened Chickens,71,Running Chicken,380,382,,,,
,,10,Enlightened Chickens,72,Running Chicken,382,384,,,,
,,10,Enlightened Chickens,73,Running Chicken,384,386,,,,
,,10,Enlightened Chickens,74,Running Chicken,386,388,,,,
,,10,Enlightened Chickens,75,Running Chicken,388,390,,,,
,,10,Enlightened Chickens,76,Running Chicken,390,392,,,,
,,10,Enlightened Chickens,77,Running Chicken,392,394,,,,
,,10,Enlightened Chickens,78,Running Chicken,394,396,,,,
,,10,Enlightened Chickens,79,Running Chicken,396,398,,,,
,,10,Enlightened Chickens,80,Running Chicken,398,400,,,,
,,10,Enlightened Chickens,81,Running Chicken,400,402,,,,
,,10,Enlightened Chickens,82,Running Chicken,402,404,,,,
,,10,Enlightened Chickens,83,Running Chicken,404,406,,,,
,,10,Enlightened Chickens,84,Running Chicken,406,408,,,,
,,10,Enlightened Chickens,85,Running Chicken,408,410,,,,
,,10,Enlightened Chickens,86,Running Chicken,410,412,,,,
,,10,Enlightened Chickens,87,Running Chicken,412,414,,,,
